lens_random_index,lens_mass,lens_class,lens_ra_ref,lens_dec_ref,lens_pmrac,lens_pmdec,lens_parallax,lens_dist,lens_will_escape,lens_G,source_id,source_ra_ref,source_dec_ref,source_pmrac,source_pmdec,source_parallax,source_G,min_approach,thetaE,u_min,t0_est_sim,phot_flag,ast_flag
11223,1.27,Neutron Star,262.1828200692592,-43.301597396498344,-10.191016444301836,-12.546945101988072,0.3592761365571205,2.7833743971498435,False,,5.958603911530021e+18,262.17648343883985,-43.305750929929864,-4.118339,-7.0694623,0.09688772,19.705772,15.937434511265735,1.6473772809652043,9.674428982004615,4747.9967266775775,False,False
12303,2.839635564069713,Neutron Star,267.15490403928305,-22.311366533692865,1.2512541452836294,5.797282289268186,0.1784340385446424,5.6043118687234665,False,,4.0689938108336046e+18,267.15384604246236,-22.314079867759833,-1.1469481,-0.83364403,0.1364544,20.691467,8.598759450787602,0.9853023833141384,8.727025932754806,543.2322240407348,False,False
4404,12.88988879093131,Black Hole,268.4764280831232,-30.127445006639697,4.593564406372772,0.9441899334857724,0.1645093117359041,6.078683263871136,False,,4.0561927467072225e+18,268.4789050071886,-30.12450704919937,-11.823802,-21.573092,0.12272431,18.226591,0.7460642823056393,2.0943713098947088,0.3562235019076663,2485.585379159847,True,False
4404,12.88988879093131,Black Hole,268.4764280831232,-30.127445006639697,4.593564406372772,0.9441899334857724,0.1645093117359041,6.078683263871136,False,,4.056192781066961e+18,268.4820693380898,-30.1214099698593,-8.096668,-14.741904,0.116075575,20.16844,9.010717885032548,2.2548489597303663,3.996151425641408,3400.7517730496456,False,False
13897,70.23420851102375,Black Hole,269.0683149738376,-32.87310696252011,2.6425537690140684,-4.417714822130637,0.1340408564498096,7.460411895938914,False,,4.043327876546691e+18,269.06666135239084,-32.876575962176254,-0.18400274,-11.466105,0.11072468,18.01632,7.716610555271075,3.651925383715227,2.113025252290534,244.17785051827605,True,False
7288,70.94767034425543,Black Hole,268.72961956275583,-29.708490951562567,-4.9695201494501715,-7.048668365774291,0.1404766216489479,7.118622218143936,False,,4.056487037866345e+18,268.7296005141033,-29.711402071173033,-4.9462485,-2.5590174,0.12443631,19.97175,5.23991552164909,3.044348406426928,1.7211944305018103,4349.924349881797,False,False
7288,70.94767034425543,Black Hole,268.72961956275583,-29.708490951562567,-4.9695201494501715,-7.048668365774291,0.1404766216489479,7.118622218143936,False,,4.056487037866345e+18,268.73185268381263,-29.70819565672314,1.3305389,-6.1173153,0.12004909,19.695158,30.480002593808727,3.4355470311915974,8.871950323217359,907.2984178941626,False,False
8441,42.760410798629735,Black Hole,243.9794830128753,-55.69143742974483,-15.359260140313454,-12.237652294861922,0.1837286835757356,5.44280827869637,False,,5.931585921538327e+18,243.98230877768373,-55.69040617201257,-4.076589,-4.917756,0.11358555,19.62293,6.24538388456808,4.942337497271381,1.2636498191424803,1508.407710492817,True,False
18020,46.8119692184404,Black Hole,263.05072181376374,-47.76471157466819,-5.4083355253726975,-27.358872974091145,0.3803449370733215,2.629192352854229,False,,5.951526664419672e+18,263.0497187747783,-47.769078697932734,-1.9884253,-6.031664,0.113820694,15.888813,92.56750852708836,10.080119882876533,9.183175359286764,2752.633933442444,False,True
18148,1.27,Neutron Star,271.9359370157637,-32.812145889603876,-16.20288765295445,-16.940196541954233,0.164791019080132,6.068291861911088,False,,4.042765682507514e+18,271.93765250766745,-32.810944263981156,-7.9632144,-10.068424,0.14420149,19.816854,2.229387508823389,0.4614705066765543,4.831050904811067,1386.385524640844,False,False
